sentence,SOCIAL_LABEL,GRI_LABEL
"Đồng thời, tiến hành 29 nâng cấp lớn và nhỏ cho các phần mềm theo hướng tự động hóa,đặc biệt triển khai tính năng trợ lý ảo giúp hỗ trợ điều hành sản xuất.",U,
100 sản phẩm mới phục vụ cho tự động hóa lĩnh vực may mặc.,U,
"Phát triển sản phẩm chiến lược có khả năng thương mại hóa, tăng lợi thế cạnh tranh.",U,
Mục tiêu bán ra thị trường 8 máy tự động thương hiệu TOT.,U,
CHUYỂN ĐỔI NỒI HƠI ĐỐT THAN SANG ĐỐT BIOMAS Mục tiêu giảm 39% phát thải CO2 ra môi trường năm 2023.,U,
"Tiết kiệm điện, dầu, xăng… vì mục tiêu phát triển kinh tế đi đôi với bảo vệ môi trường.",U,
"TIẾP TỤC SỨ MỆNH SẺ CHIA YÊU THƯƠNG TRÊN HÀNH TRÌNH HỖ TRỢ CỘNG ĐỒNG Song song với hoạt động phát triển kinh doanh, TNG luôn tâm huyết các hoạt động từ thiện.",S,GRI413-1
"Dự kiến dành 7,35 tỷ đồng để thực hiện các chương trình thiện nguyện, chung sức vì cộng đồng, góp phần an sinh xã hội.",S,GRI413-1
Để không làm ảnh hưởng đến việc đánh giá tiêu chuẩn khách hàng yêu cầu thành viên HĐQT tách biệt Chủ tịch Công đoàn Công ty.,S,GRI412-2
"Do đó, ông Nguyễn Văn Đức đã đệ trình đơn từ nhiệm chức vụ Ủy viên HĐQT của Công ty Công ty Cổ phần Đầu tư và Thương mại TNG bắt đầu từ ngày 04/10/2022.",U,
"THAY ĐỔI TRONG HỘI ĐỒNG QUẢN TRỊ NĂM 2022 TNG tổ chức quản lý theo mô hình quản trị tại Điểm B Khoản 1 Điều 137 luật doanh nghiệp năm 2020 như sau: đại hội đồng cổ đông, hội đồng quản trị và tổng giám đốc.",S,GRI407
"Trong đó, trên 20% số thành viên Hội đồng Quản trị là thành viên độc lập và có Ủy ban Kiểm toán trực thuộc Hội đồng Quản trị.",S,GRI404-3
"CƠ CẤU TỔ CHỨC HĐQT của TNG có 09 người, bao gồm 01 Chủ tịch HĐQT, 02 Phó Chủ tịch và 06 Thành viên.",S,GRI404-3
"HĐQT bao gồm các Tiểu ban chuyên trách: Ủy ban Kiểm toán; Tiểu ban Chính sách phát triển, Tiểu ban Nhân sự lương, thưởng và Tiểu ban Phát triển bền vững.",S,GRI404-3
Ban Tổng Giám đốc gồm có 01 Tổng Giám đốc và 07 Phó Tổng Giám đốc chuyên trách từng lĩnh vực riêng.,S,GRI404-3
"Kế toán trưởng : 01 người Và các Giám đốc, Phó Giám đốc quản lý các Chi nhánh, Nhà máy sản xuất trực thuộc TNG.",S,GRI402
Xác định các mục tiêu hoạt động trên cơ sở các mục tiêu chiến lược do ĐHĐCĐ thông qua.,S,GRI419
"NĂM 2022, TỔNG SỐ CBNV TOÀN CÔNG TY LÀ 18.117 NGƯỜI, TĂNG 2.323 NGƯỜI, TƯƠNG ỨNG 14,7% SO VỚI NĂM 2021.",S,GRI402
Tiền lương sản phẩm: Trả theo đơn giá sản phẩm nhân với số lượng sản phẩm.,U,
"Tiền lương thời gian theo chế độ: Trả cho những ngày nghỉ Lễ, phép, học tập, nghỉ việc riêng có hưởng lương, nghỉ do tai nạn lao động, nghỉ khám sức khỏe định kỳ và chế độ lao động nữ.",S,GRI403
Chính sách nâng lương: TNG Thực hiện theo Nội quy lao động và Quy chế lương 2022 - Quyết thử việc; về sửa đổi chấm dứt hợp đồng; về xử lý vi phạm kỷ luật lao động...,S,GRI401
"100% người lao động được đóng các khoản bảo hiểm (bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp) đầy đủ theo quy định của pháp luật hiện hành.",S,GRI419
Quy trình thực hiện việc khai đóng và theo dõi của TNG tuân theo quy trình BHXH số QTNS12-BHXH ban hành lần 2 ngày 01/06/2017.,U,
"Ngoài bảo hiểm bắt buộc, TNG tiến hành duy trì tham gia bảo hiểm thân thể tự nguyện cho người lao động.",S,GRI402
"CHÍNH SÁCH TIỀN LƯƠNG, THƯỞNG VÀ PHỤ CẤP, TRỢ CẤP Tiền lương định 186 QĐ/ TNG ngày 27/01/2022, trong đó việc nâng lương sẽ gồm 02 loại là nâng lương trong trường hợp đặc biệt và nâng lương theo mức tăng tiền lương tối thiểu vùng hàng năm.",U,
Chính sách nâng bậc: TNG Thực hiện theo Nội quy lao động và Quy chế lương 2022.,U,
"Vào tháng 01 hàng năm, căn cứ theo tình hình sản xuất của Công ty TNG sẽ xem xét tổ chức nâng bậc cho người lao động.",S,GRI402
Đối tượng và điều kiện được nâng bậc được quy định rõ trong quy chế lương năm 2022 và được thông tin rộng rãi đến người lao động.,S,GRI402
"Bên cạnh đó về thời gian làm việc cũng như các chế độ nghỉ Tiền thưởng phép, nghỉ lễ, Tết được tuân thủ theo quy định của pháp luật.",S,GRI401
"Làm việc ở TNG người lao động có cơ hội thăng tiến, được bổ nhiệm vào các chức vụ quản lý theo năng lực cá nhân.",S,GRI402
"Công ty khuyến khích và tài trợ kinh phí cho CBCNV được học tập nâng cao nghiệp vụ, tay nghề trong và ngoài nước.",S,GRI404-2
Phụ cấp kiêm nhiệm Phụ cấp chuyên cần Phụ cấp suất ăn ca Phụ cấp an toàn vệ sinh viên hằng tháng Bảo hiểm thân thể 100% mức đóng/năm.,S,GRI403
Tham quan du lịch trong và ngoài nước.,S,GRI402
Nhà ở tập thể cho người lao động với giá ưu đãi.,U,
"Học bổng cho con em có nguyện vọng học xong về làm việc tại TNG, gia đình gặp hoàn cảnh khó khăn.",S,GRI401-2
Hỗ trợ xây dựng nhà tình nghĩa cho CBNV có hoàn cảnh đặc biệt khó khăn.,S,GRI402
"Hỗ trợ xe đưa đón CBNV (có địa điểm gửi xe không mất phí), nhà trẻ tại khu tập thể cho CBNV gửi con em.",S,GRI408
Lao động nữ sinh con được Công ty hỗ trợ 300.000đ/ lần sinh.,S,GRI402
"Chế độ thai sản dành cho các ông bố: Người lao động là nam giới, mà cả hai vợ chồng là CBNV của TNG, khi người vợ nghỉ sinh con, người chồng được Công ty cho nghỉ để chăm sóc vợ con.",S,GRI402
"Thời gian được nghỉ là 05 ngày nếu vợ sinh thường, là 07 ngày nếu vợ sinh mổ và được thanh toán 100% tiền lương.",U,
"Xây dựng, phát triển khu cây xanh trong khuôn viên Công ty để người lao động có môi trường xanh, sạch.",S,GRI413-1
"Phụ cấp, trợ cấp Phụ cấp cho đội trưởng, đội phó Phòng cháy chữa cháy Phụ cấp lao động cho các bà mẹ mang thai hoặc nuôi con nhỏ dưới 6 tuổi.",S,GRI402
"TRONG ĐÓ, CÓ 380 QUYẾT ĐỊNH KHEN THƯỞNG CÁN BỘ CÔNG NHÂN VIÊN (CHƯA BAO GỒM CÁC QUYẾT ĐỊNH VỀ VIỆC KHEN THƯỞNG NĂM; THƯỞNG LAO ĐỘNG TIÊN TIẾN; THƯỞNG CHIẾN SĨ THI ĐUA; THƯỞNG THÁNG LƯƠNG THỨ 13).",U,
Khen thưởng thành tích cao hàng tháng (Điều 15 Quy chế tiền lương).,S,GRI404-3
"Khen thưởng sáng kiến, cải tiến (Điều 16 Quy chế tiền lương).",S,GRI404-3
Một nền kinh tế mạnh là nền kinh tế có những doanh nghiệp mạnh.,U,
Một doanh nghiệp mạnh là doanh nghiệp có lực lượng lao động mạnh.,U,
"Muốn lực lượng lao động mạnh, thì công tác giáo dục, đào tạo là chìa khóa, là kim chỉ nam để các Doanh nghiệp đi theo.",U,
TNG đã thấm nhuần tư tưởng này.,S,GRI404-3
"Ngoài ra, người lao động còn tham dự các cuộc hội thảo, nghe nói chuyện chuyên đề về các lĩnh vực liên quan.",S,GRI402
Toàn bộ chi phí cho các lớp đào tạo đều do Công ty chi trả.,S,GRI404
"Người lao động ngoài việc được đào tạo miễn phí, còn được hưởng lương cho thời gian tham gia đào tạo, huấn luyện.",S,GRI404
"Tổng chi phí chi cho đào tạo, tập huấn, huấn luyện tuyên truyền trong năm 2022 là 692.707.000 đồng.",S,GRI404
Huấn luyện ATVSLĐ nhóm 1 – nhóm 6: 18.661 người; Số lao động tham gia đào tạo huấn luyện: 20.053 người lao động.,S,GRI404
"Thị trường dự kiến sẽ tăng lên 760,21 tỷ USD vào năm 2026 với tốc độ tăng trưởng kép hàng năm (CAGR) là 7,2%.",U,
"Tuy nhiên, thương mại hàng dệt may thế giới có thể phải đối mặt với những cơn gió ngược mạnh trong tương lai do nền kinh tế thế giới chậm lại và nhu cầu của người tiêu dùng suy yếu.",U,
"Tương tự, Tổ chức Thương mại Thế giới (WTO) dự báo tốc độ tăng trưởng thương mại hàng hóa thế giới sẽ giảm xuống 3,5% vào năm 2022 và giảm xuống chỉ còn 1% vào năm 2023.",U,
"Do đó, thương mại hàng dệt may thế giới có thể sẽ gặp khó khăn trong tình trạng trì trệ. tăng trưởng hoặc giảm nhẹ trong hai năm tới.",U,
"Cuộc chiến Nga - Ukraine đã làm gián đoạn cơ hội phục hồi kinh tế toàn cầu sau đại dịch COVID-19, ít nhất là trong ngắn hạn.",U,
"Thị trường dệt may dự kiến sẽ tăng lên 755,38 tỷ USD vào năm 2027 với tốc độ CAGR là 5,5%.",U,
Đó là nền tảng tạo ra sự đa dạng hóa thị trường.,U,
"Có được kết quả trên là nhờ sự nỗ lực của Chính phủ, Hiệp hội và đặc biệt là các doanh nghiệp trong ngành.",S,GRI407
"10 tháng đầu năm, toàn ngành dệt may xuất khẩu được gần 38 tỷ USD, tăng hơn 17% so với cùng kỳ năm 2021. “Ngành dệt may đã xuất khẩu vào 66 nước, vùng lãnh thổ.",U,
Đây là sự bứt phá của ngành dệt may Việt Nam trong phát triển thị trường.,U,
"Cùng với đó, số mặt hàng duy trì xuất khẩu khoảng 47 - 50 mặt hàng khác nhau vào thị trường toàn cầu và chiếm tỷ trọng lớn trong xuất khẩu là quần áo may mặc các loại.",U,
"8 tháng đầu năm xuất khẩu tăng 20% so cùng kỳ, tháng 9 chỉ còn tăng 11% nhưng tháng 10 và tháng 11 quay đầu giảm lần lượt 4% và 10% so cùng kỳ.",U,
"Dự đoán, và tình hình khó khăn này vẫn còn tiếp diễn trong năm 2023.",S,GRI402
"Mặc dù gặp những khó khăn như vậy, nhưng đánh giá chung ngành vẫn là một trong những nhà cung cấp chính cho kinh tế thế giới, tạo ra hàng tỷ đô la doanh thu và cung cấp việc làm cho hàng triệu người trên toàn cầu.",U,
Đây cũng chính là những yếu tố tác động đến hoạt động thương mại toàn cầu trong đó có xuất nhập khẩu dệt may.,U,
"Báo cáo mới đây của McKinsey về bức tranh ngành thời trang năm 2023 chỉ ra 3 rủi ro chính đối với ngành thời trang năm 2023 gồm: (i) lạm phát, (ii) bất ổn địa chính trị và (iii) gián đoạn chuỗi cung ứng (Hình 1) Hình 1.",U,
TỔNG QUAN THỊ TRƯỜNG DỆT MAY NĂM 2022 VÀ DỰ BÁO THỊ TRƯỜNG DỆT MAY NĂM 2023 (tt) Hình 2.,U,
Dự báo tổng cầu dệt may thế giới theo kịch bản cơ sở Hình 4.,U,
Dự báo tổng cầu dệt may thế giới theo kịch bản nền kinh tế suy thoái Hình 3.,U,
"2 kịch bản còn lại tăng 1,6 – 5,5% (từ 694 - 678 tỷ US lên 705 - 715 tỷ USD).",U,
"Dự báo tổng cầu dệt may thế giới khoảng 700 tỷ USD, giảm 8% so với năm 2022.",U,
Các thị trường xuất khẩu chính đều giảm hoặc tăng không đáng kể.,U,
"Hai kịch bản tăng trưởng xuất khẩu được ngành dệt may đưa ra, kịch bản tích cực có thể đạt kim ngạch 47 - 48 tỷ USD với kỳ vọng thị trường hồi phục vào nửa cuối năm sau.",U,
"Kịch bản kém tích cực hơn, dự kiến tăng trưởng xuất khẩu dệt may khoảng 45 - 46 tỷ USD.",U,
"Cũng theo dự báo, khó khăn sẽ kéo dài tới hết quý I, thậm chí tới quý II/2023.",U,
"Tình trạng phổ biến là số lượng đơn hàng sụt giảm, đơn giá thấp; doanh nghiệp đối diện sức ép gia tăng về các yêu cầu phát triển xanh, bền vững từ đối tác nhập khẩu.",U,
"Thị trường dệt may toàn cầu, theo tất cả các kịch bản, đều có tỷ lệ tăng trưởng thấp hơn nhiều những năm qua.",U,
"Đối với doanh nghiệp may, cần linh hoạt cơ cấu chuyển đổi mặt hàng để đảm bảo đơn hàng đáp ứng nhu cầu thị trường.",U,
"Cùng với đó, tập trung vào các ngành mang lại giá trị gia tăng cao cũng như phấn đấu giữ được tốc độ tăng trưởng doanh thu từ 4 - 6% trong bối cảnh thế giới giảm khoảng 10% nhu cầu tiêu dùng.",U,
"Tập trung vào các giải pháp hình thành chuỗi sản xuất dệt kim trọn gói, phát triển sản xuất xanh, thực hiện thành công công tác chuyển đổi số, phát triển nguồn nhân lực chất lượng.",U,
"Thực hiện thành công công tác chuyển đổi số, trong đó ưu tiên chuyển đổi số cho hoạt động cốt lõi, trên cơ sở nguồn lực hợp lý.",S,GRI404-2
"Cụ thể: Tổng Kim ngạch xuất khẩu tăng 13,09%.",U,
"Tổng kim ngạch nhập khẩu tăng: 12,07%.",U,
"Đặc biệt, LNTT và LNST đã có một năm tăng trưởng vượt bậc, với mức tăng trên 25% so với năm 2021.",U,
Nộp ngân sách nhà nước ghi nhận một năm đóng góp đáng kể hơn 103 tỷ đồng với mức tăng hơn 55% so với năm trước.,U,
Note: Theo danh sách cổ đông số C004/2023-TNG/VSD-ĐK chốt ngày 10/01/2023 của Trung tâm Lưu ký Chứng khoán Việt Nam.,U,
"Ngoài ra, TNG có đẩy mạnh mở rộng phạm vi, tăng xưởng sản xuất tại Chi nhánh Đồng Hỷ giai đoạn 2 góp phần quan trọng trong việc doanh thu vượt bậc năm 2022 đạt 6.772 tỷ đồng, tăng 24,35% so với thực hiện cùng kỳ năm 2021.",U,
Lần đầu tiên có một Chi nhánh đạt doanh thu trên 1.000 tỷ đồng/ năm - đó là Chi nhánh Đạt Từ với 1.177 tỷ đồng.,U,
"Tổng số chuyền may năm 2022 là 322 chuyền may, tăng 38 chuyền may so với năm 2021 là 284 chuyền may.",U,
"Tiêu hao điện, nước, than trên 1 đơn vị sản phẩm đều giảm, góp phần tiết kiệm chi phí sản xuất chung, giúp làm gia tăng lợi nhuận.",U,
"Kết quả đó chính là minh chứng lớn lao cho định hướng chiến lược, hành động thực thi đúng đắn của Ban Lãnh đạo cũng như tinh thần chung sức đồng lòng của toàn thể CBNV TNG.",S,GRI413-1
"Chi nhánh Giải pháp công nghệ TRE sẽ thực hiện các chức năng chính: giao việc tự động, đặt hàng tự động, App kiểm tra mác, Dự án PM nhân sự mới, dự án quản lý tài sản...",S,GRI402
"Tháng 6/2022, thành lập Công ty Cổ phần TNG Land với trọng trách đầu tư xây dựng và phát triển mở rộng mảng Bất động sản của Công ty.",U,
"Trong năm 2022, TNG đã thực hiện đầu tư nghiên cứu và phát triển thành công phần mềm công nghệ quản trị ngành may.",U,
TNG cũng chuẩn bị đầu tư nghiên cứu phát triển lĩnh vực chế tạo máy móc thiết bị phục vụ ngành may.,U,
"Hiện, TNG đang hoàn thiện các thủ tục pháp lý đăng ký nhãn hiệu cho 2 lĩnh vực mới này.",U,
"Tiếp tục xây dựng hình ảnh thương hiệu TNG hoạt động trách nhiệm với xã hội, bảo vệ môi trường và xứng đáng với các danh hiệu đón nhận.",S,GRI413-1
"Đặc biệt, theo Quyết định 1233/QĐ-TNG ngày 13/05/2021, TNG đã thành lập và tổ chức Ban Truyền thông với các Tiểu ban trực thuộc đảm bảo thực hiện nhiệm vụ truyền thông thương hiệu TNG.",S,GRI402
"TNG luôn chú trọng công tác truyền thông và đánh giá truyền thông là một trong những giải pháp thiết thực nhất để TNG đến gần hơn với khách hàng, cổ đông và các bên liên quan.",S,GRI402
